longitude,latitude,SAUID,SAFIELD000,SAFIELD001,SAFIELD002,SAFIELD003,SAFIELD004,SAFIELD005,SAFIELD006,SAFIELD007,SAFIELD008,SAFIELD009,SAFIELD010
138.9112792,37.78890499,1575,いこいの家西川荘,川崎308-4,0256-88-2218, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,西川地区,屋内,西蒲区,5549478,236,82250
138.9217667,37.79143626,1576,西蒲区西川健康センター,旗屋701-2,0256-88-5311,0256-88-5312,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,西川地区,屋内,西蒲区,5549477,226,82050
138.922541,37.79459796,1577,西川学習館,曽根1951,0256-88-6200, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,西川地区,屋内,西蒲区,5549476,929,82110
138.9134229,37.78862628,1578,西川体育センター,川崎1-1,0256-88-7383, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,西川地区,屋内,西蒲区,5549475,678,82040
138.9145722,37.78928604,1579,西川竹園高等学校,魲２－１,0256-88-3131,0256-88-2172,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,西川地区,屋内,西蒲区,5549474,867,81310
138.9265288,37.79460638,1580,西川中学校,曽根1828－３,0256-88-3148,0256-88-3149,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,西川地区,屋内,西蒲区,5549473,2658,81220
138.9189264,37.79558552,1582,曽根小学校,曽根750,0256-88-3128,0256-88-3129,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,西川地区,屋内,西蒲区,5549471,1542,81040
138.9013563,37.78650044,1583,鎧郷小学校,天竺堂412-4,0256-88-2121,0256-88-3170,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,西川地区,屋内,西蒲区,5549470,983,81030
138.9495933,37.777852,1657,潟東西小学校,横戸135番地,0256-86-2014,0256-86-3667,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,潟東地区,屋内,西蒲区,5549388,808,81070
139.0191925,37.75867069,1553,南区白根健康センター,上下諏訪木817番地１,025-373-4300,025-373-6090,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,白根地区,屋内,南区,5549506,74,62110
139.0199425,37.76575925,1556,白根地域生活センター,白根1136番地１,025-373-2800, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,白根地区,屋内,南区,5549503,544,61670
139.008401,37.77829531,1558,老人福祉センターいこいの家楽友荘・南区味方健康センター,味方583番地１,025-372-1158, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,味方地区,屋内,南区,5549499,215,62120
